hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_night,arrival_month,arrival_date,is_family
Resort Hotel,0,54,2015,July,29,13,1,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,88.2,1,1,Check-Out,2015-07-16,3,7,2015-07-13,False
Resort Hotel,0,51,2015,July,29,13,1,2,2,0.0,0,Hald Board,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,130.0,1,0,Check-Out,2015-07-16,3,7,2015-07-13,False
Resort Hotel,0,54,2015,July,29,13,1,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,88.2,0,1,Check-Out,2015-07-16,3,7,2015-07-13,False
Resort Hotel,0,58,2015,July,29,13,1,2,2,0.0,0,Hald Board,ESP,Direct,Direct,0,0,0,E,F,2,No Deposit,250.0,0,Transient,165.0,1,1,Check-Out,2015-07-16,3,7,2015-07-13,False
Resort Hotel,0,0,2015,July,29,13,1,3,1,0.0,0,Breakfast,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,167.0,0,Transient,114.0,0,0,Check-Out,2015-07-17,4,7,2015-07-13,False
Resort Hotel,1,60,2015,July,29,13,1,4,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,15.0,0,Transient,79.5,0,0,Canceled,2015-06-24,5,7,2015-07-13,False
Resort Hotel,1,321,2015,July,29,13,1,4,2,0.0,0,Hald Board,PRT,Direct,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,132.8,0,1,Canceled,2015-03-05,5,7,2015-07-13,False
Resort Hotel,0,40,2015,July,29,13,1,4,2,0.0,0,Breakfast,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,120.0,0,2,Check-Out,2015-07-18,5,7,2015-07-13,False
Resort Hotel,1,51,2015,July,29,13,1,4,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,156.0,0,Contract,79.5,0,0,Canceled,2015-05-23,5,7,2015-07-13,False
Resort Hotel,0,38,2015,July,29,13,1,4,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0.0,0,Transient,120.0,0,0,Check-Out,2015-07-18,5,7,2015-07-13,False
Resort Hotel,1,75,2015,July,29,13,1,4,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,144.2,0,1,Canceled,2015-06-22,5,7,2015-07-13,False
Resort Hotel,0,101,2015,July,29,13,1,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,107.2,0,0,Check-Out,2015-07-18,5,7,2015-07-13,False
Resort Hotel,1,42,2015,July,29,13,1,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,120.0,0,0,Canceled,2015-06-01,5,7,2015-07-13,False
Resort Hotel,0,109,2015,July,29,13,1,4,3,0.0,0,Hald Board,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0,Transient,163.8,0,1,Check-Out,2015-07-18,5,7,2015-07-13,False
Resort Hotel,1,81,2015,July,29,13,1,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,98.5,0,2,Canceled,2015-04-24,6,7,2015-07-13,False
Resort Hotel,1,98,2015,July,29,13,1,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,130.5,0,0,Canceled,2015-05-12,6,7,2015-07-13,False
Resort Hotel,0,32,2015,July,29,13,1,5,1,0.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,D,C,2,No Deposit,300.0,0,Transient,153.0,0,0,Check-Out,2015-07-19,6,7,2015-07-13,False
Resort Hotel,0,72,2015,July,29,13,1,5,2,0.0,0,Breakfast,FRA,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,98.5,0,2,Check-Out,2015-07-19,6,7,2015-07-13,False
Resort Hotel,0,115,2015,July,29,13,2,5,2,0.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,134.0,0,Transient-Party,119.7,0,2,Check-Out,2015-07-20,7,7,2015-07-13,False
Resort Hotel,0,118,2015,July,29,13,2,5,2,0.0,0,Full Board,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,184.6,0,1,Check-Out,2015-07-20,7,7,2015-07-13,False
Resort Hotel,0,81,2015,July,29,13,2,5,2,1.0,0,Hald Board,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,0,Transient,181.22,0,2,Check-Out,2015-07-20,7,7,2015-07-13,True
Resort Hotel,1,95,2015,July,29,13,2,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,100.86,0,1,Canceled,2015-04-15,7,7,2015-07-13,False
Resort Hotel,0,16,2015,July,29,13,1,0,2,0.0,0,Breakfast,ROU,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,100.2,1,3,Check-Out,2015-07-14,1,7,2015-07-13,False
Resort Hotel,0,56,2015,July,29,13,1,3,2,0.0,0,Hald Board,ESP,Online TA,Undefined,0,0,0,A,A,1,No Deposit,240.0,0,Transient,134.25,1,0,Check-Out,2015-07-17,4,7,2015-07-13,False
Resort Hotel,0,88,2015,July,29,13,3,5,2,0.0,0,Breakfast,FIN,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,8.0,0,Contract,96.3,0,0,Check-Out,2015-07-21,8,7,2015-07-13,False
Resort Hotel,0,41,2015,July,29,13,3,6,2,0.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,D,D,0,No Deposit,147.0,0,Transient,83.09,0,2,Check-Out,2015-07-22,9,7,2015-07-13,False
Resort Hotel,1,40,2015,July,29,14,0,1,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,D,0,No Deposit,171.0,0,Transient,105.5,0,0,Canceled,2015-07-03,1,7,2015-07-14,False
Resort Hotel,0,1,2015,July,29,14,0,1,1,0.0,0,Breakfast,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0.0,0,Transient,134.0,0,0,Check-Out,2015-07-15,1,7,2015-07-14,False
Resort Hotel,0,1,2015,July,29,14,0,1,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,2,No Deposit,240.0,0,Transient,8.0,0,1,Check-Out,2015-07-15,1,7,2015-07-14,False
Resort Hotel,0,1,2015,July,29,14,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,1,No Deposit,240.0,0,Transient,146.0,1,1,Check-Out,2015-07-16,2,7,2015-07-14,False
Resort Hotel,1,76,2015,July,29,14,0,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,126.0,0,2,Canceled,2015-05-27,4,7,2015-07-14,False
Resort Hotel,0,0,2015,July,29,14,0,4,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,C,0,No Deposit,240.0,0,Transient,111.15,0,1,Check-Out,2015-07-18,4,7,2015-07-14,False
Resort Hotel,0,49,2015,July,29,14,0,5,2,0.0,0,Breakfast,POL,Online TA,Undefined,0,0,0,E,F,1,No Deposit,240.0,0,Transient,136.2,0,2,Check-Out,2015-07-19,5,7,2015-07-14,False
Resort Hotel,0,76,2015,July,29,14,0,5,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,101.8,0,0,Check-Out,2015-07-19,5,7,2015-07-14,False
Resort Hotel,0,73,2015,July,29,14,1,5,2,0.0,0,Hald Board,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient-Party,127.0,0,1,Check-Out,2015-07-20,6,7,2015-07-14,False
Resort Hotel,0,73,2015,July,29,14,1,5,2,1.0,0,Hald Board,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0,Transient-Party,161.5,0,2,Check-Out,2015-07-20,6,7,2015-07-14,True
Resort Hotel,0,317,2015,July,29,14,1,5,2,2.0,0,Hald Board,PRT,Direct,Undefined,0,0,0,H,G,1,No Deposit,240.0,0,Transient,230.67,1,2,Check-Out,2015-07-20,6,7,2015-07-14,True
Resort Hotel,1,112,2015,July,29,14,2,5,1,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,65.7,0,1,Canceled,2015-04-06,7,7,2015-07-14,False
Resort Hotel,0,6,2015,July,29,14,2,5,2,0.0,0,Hald Board,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,180.0,1,2,Check-Out,2015-07-21,7,7,2015-07-14,False
Resort Hotel,0,8,2015,July,29,14,2,5,2,0.0,0,Hald Board,ESP,Online TA,Undefined,0,0,0,A,A,1,No Deposit,240.0,0,Transient,168.57,0,1,Check-Out,2015-07-21,7,7,2015-07-14,False
Resort Hotel,1,96,2015,July,29,14,2,7,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,242.0,0,Transient,107.67,0,1,Canceled,2015-04-11,9,7,2015-07-14,False
Resort Hotel,1,96,2015,July,29,14,2,7,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,96.9,0,1,Canceled,2015-04-11,9,7,2015-07-14,False
Resort Hotel,0,99,2015,July,29,14,2,7,2,0.0,0,Breakfast,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,107.0,0,1,Check-Out,2015-07-23,9,7,2015-07-14,False
Resort Hotel,0,66,2015,July,29,14,2,9,2,0.0,0,Breakfast,IRL,Online TA,Undefined,0,0,0,A,B,0,No Deposit,147.0,0,Transient,73.41,0,0,Check-Out,2015-07-25,11,7,2015-07-14,False
Resort Hotel,0,38,2015,July,29,14,4,10,2,0.0,0,Hald Board,SWE,Online TA,Undefined,0,0,0,D,D,0,No Deposit,241.0,0,Transient,109.9,0,2,Check-Out,2015-07-28,14,7,2015-07-14,False
Resort Hotel,0,38,2015,July,29,14,4,10,2,0.0,0,Hald Board,SWE,Online TA,Undefined,0,0,0,D,D,1,No Deposit,241.0,0,Transient,109.9,0,2,Check-Out,2015-07-28,14,7,2015-07-14,False
Resort Hotel,0,113,2015,July,29,14,4,11,3,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,H,H,1,No Deposit,0.0,0,Transient,187.5,1,3,Check-Out,2015-07-29,15,7,2015-07-14,False
Resort Hotel,0,0,2015,July,29,14,0,1,1,0.0,0,Breakfast,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,0.0,0,Transient,134.0,0,0,Check-Out,2015-07-15,1,7,2015-07-14,False
Resort Hotel,1,62,2015,July,29,15,0,3,2,0.0,0,Hald Board,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,171.0,0,Transient,91.5,0,0,Canceled,2015-07-03,3,7,2015-07-15,False
Resort Hotel,1,39,2015,July,29,15,0,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,132.44,0,0,Canceled,2015-06-27,3,7,2015-07-15,False
Resort Hotel,0,37,2015,July,29,15,2,4,2,0.0,0,Hald Board,POL,Online TA,Undefined,0,0,0,D,D,0,No Deposit,241.0,0,Transient,106.9,0,0,Check-Out,2015-07-21,6,7,2015-07-15,False
Resort Hotel,1,58,2015,July,29,15,2,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,131.86,0,0,Canceled,2015-06-25,7,7,2015-07-15,False
Resort Hotel,0,37,2015,July,29,15,2,6,2,2.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,H,H,0,No Deposit,240.0,0,Transient,216.13,1,0,Check-Out,2015-07-23,8,7,2015-07-15,True
Resort Hotel,0,57,2015,July,29,15,0,2,2,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305.0,0,Transient-Party,107.0,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,0,57,2015,July,29,15,0,2,2,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305.0,0,Transient-Party,107.0,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,0,57,2015,July,29,15,0,2,2,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,305.0,0,Transient,107.0,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,0,83,2015,July,29,15,2,7,2,2.0,0,Breakfast,GBR,Online TA,Undefined,0,0,0,G,G,0,No Deposit,240.0,0,Transient,190.33,0,1,Check-Out,2015-07-24,9,7,2015-07-15,True
Resort Hotel,0,57,2015,July,29,15,0,2,2,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305.0,0,Transient,107.0,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,0,57,2015,July,29,15,0,2,1,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,F,1,No Deposit,305.0,0,Transient-Party,94.0,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,1,57,2015,July,29,15,0,2,2,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,305.0,0,Transient-Party,0.0,0,0,Canceled,2015-07-13,2,7,2015-07-15,False
Resort Hotel,0,57,2015,July,29,15,0,2,2,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,C,0,No Deposit,305.0,0,Transient-Party,98.75,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,0,57,2015,July,29,15,0,2,3,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,C,1,No Deposit,305.0,0,Transient-Party,148.23,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,0,57,2015,July,29,15,0,2,1,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,E,1,No Deposit,305.0,0,Transient-Party,94.0,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,0,57,2015,July,29,15,0,2,1,0.0,0,Full Board,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,305.0,0,Transient-Party,0.0,0,0,Check-Out,2015-07-17,2,7,2015-07-15,False
Resort Hotel,1,66,2015,July,29,16,0,2,2,2.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,G,G,0,No Deposit,240.0,0,Transient,195.0,0,1,Canceled,2015-07-02,2,7,2015-07-16,True
Resort Hotel,0,13,2015,July,29,16,0,2,2,0.0,0,Breakfast,DNK,Online TA,Undefined,0,0,0,A,D,0,No Deposit,240.0,0,Transient,120.6,0,1,Check-Out,2015-07-18,2,7,2015-07-16,False
Resort Hotel,0,50,2015,July,29,16,0,1,2,0.0,0,Breakfast,FIN,Online TA,Undefined,0,0,0,F,F,0,No Deposit,241.0,0,Transient,123.2,0,0,Check-Out,2015-07-17,1,7,2015-07-16,False
Resort Hotel,1,48,2015,July,29,16,0,1,1,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,146.0,0,Transient,112.0,0,0,Canceled,2015-06-05,1,7,2015-07-16,False
Resort Hotel,1,0,2015,July,29,16,0,1,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,F,F,0,No Deposit,241.0,0,Transient,123.2,0,0,Canceled,2015-07-16,1,7,2015-07-16,False
Resort Hotel,0,7,2015,July,29,16,0,1,2,2.0,0,Breakfast,USA,Online TA,Undefined,0,0,0,C,C,1,No Deposit,242.0,0,Transient,169.0,1,1,Check-Out,2015-07-17,1,7,2015-07-16,True
Resort Hotel,0,0,2015,July,29,16,0,2,2,2.0,0,Breakfast,PRT,Direct,Direct,0,0,0,H,G,1,No Deposit,0.0,0,Transient,198.0,1,0,Check-Out,2015-07-18,2,7,2015-07-16,True
Resort Hotel,1,66,2015,July,29,16,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,103.5,0,1,Canceled,2015-07-02,2,7,2015-07-16,False
Resort Hotel,0,13,2015,July,29,16,0,2,2,1.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,D,0,No Deposit,240.0,0,Transient,135.6,0,1,Check-Out,2015-07-18,2,7,2015-07-16,True
Resort Hotel,0,66,2015,July,29,16,0,2,2,0.0,0,Breakfast,DNK,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,103.5,0,1,Check-Out,2015-07-18,2,7,2015-07-16,False
Resort Hotel,0,10,2015,July,29,16,0,3,2,0.0,0,Breakfast,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient,184.0,1,0,Check-Out,2015-07-19,3,7,2015-07-16,False
Resort Hotel,1,10,2015,July,29,16,0,3,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,134.0,0,0,Canceled,2015-07-13,3,7,2015-07-16,False
Resort Hotel,1,58,2015,July,29,16,0,3,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,147.0,0,0,Canceled,2015-06-19,3,7,2015-07-16,False
Resort Hotel,1,17,2015,July,29,16,0,3,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,151.33,0,0,Canceled,2015-06-30,3,7,2015-07-16,False
Resort Hotel,0,19,2015,July,29,16,0,3,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,D,0,No Deposit,240.0,0,Transient,121.33,0,1,Check-Out,2015-07-19,3,7,2015-07-16,False
Resort Hotel,0,10,2015,July,29,16,2,3,2,0.0,0,Breakfast,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,0,Transient-Party,150.2,0,1,Check-Out,2015-07-21,5,7,2015-07-16,False
Resort Hotel,1,12,2015,July,29,16,2,3,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0.0,0,Transient,139.0,0,0,Canceled,2015-07-07,5,7,2015-07-16,False
Resort Hotel,0,10,2015,July,29,16,2,3,1,0.0,0,Breakfast,IRL,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,0,Transient-Party,150.2,0,1,Check-Out,2015-07-21,5,7,2015-07-16,False
Resort Hotel,0,63,2015,July,29,16,1,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,F,0,No Deposit,147.0,0,Transient,75.44,0,1,Check-Out,2015-07-20,4,7,2015-07-16,False
Resort Hotel,1,35,2015,July,29,16,1,3,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,135.0,0,0,Canceled,2015-06-13,4,7,2015-07-16,False
Resort Hotel,0,113,2015,July,29,16,2,4,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,166.0,0,1,Check-Out,2015-07-22,6,7,2015-07-16,False
Resort Hotel,1,35,2015,July,29,16,2,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,D,0,No Deposit,240.0,0,Transient,135.0,0,0,Canceled,2015-06-11,6,7,2015-07-16,False
Resort Hotel,0,68,2015,July,29,16,2,5,2,0.0,0,Hald Board,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,243.0,0,Contract,130.0,0,0,Check-Out,2015-07-23,7,7,2015-07-16,False
Resort Hotel,0,113,2015,July,29,16,2,6,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,1,No Deposit,67.0,0,Transient,96.3,0,0,Check-Out,2015-07-24,8,7,2015-07-16,False
Resort Hotel,0,21,2015,July,29,16,4,10,1,0.0,0,Hald Board,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,0.0,0,Transient,160.0,0,0,Check-Out,2015-07-30,14,7,2015-07-16,False
Resort Hotel,0,6,2015,July,29,17,0,0,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,0.0,0,1,Check-Out,2015-07-17,0,7,2015-07-17,False
Resort Hotel,0,7,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,0.0,0,Transient,127.25,0,1,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,0,17,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,F,0,No Deposit,240.0,0,Transient,164.0,0,2,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,0,1,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,D,E,0,No Deposit,240.0,0,Transient,144.5,0,0,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,0,2,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,196.0,0,Transient,112.0,0,0,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,1,15,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,134.0,0,1,Canceled,2015-07-06,2,7,2015-07-17,False
Resort Hotel,1,7,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0.0,0,Transient,127.25,0,1,Canceled,2015-07-13,2,7,2015-07-17,False
Resort Hotel,0,11,2015,July,29,17,0,2,2,0.0,0,Breakfast,ESP,Online TA,Undefined,0,0,0,A,D,0,No Deposit,240.0,0,Transient,155.5,1,0,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,1,6,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,C,0,No Deposit,241.0,0,Transient,110.5,0,1,No-Show,2015-07-17,2,7,2015-07-17,False
Resort Hotel,0,1,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0.0,0,Transient,144.5,0,0,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,0,1,2015,July,29,17,0,2,2,0.0,0,Breakfast,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250.0,0,Transient,144.5,0,0,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,0,48,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,D,F,0,No Deposit,196.0,0,Transient,123.0,0,0,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,0,15,2015,July,29,17,0,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,E,0,No Deposit,240.0,0,Transient,120.6,0,1,Check-Out,2015-07-19,2,7,2015-07-17,False
Resort Hotel,1,3,2015,July,29,17,0,2,1,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,5.0,0,Transient,107.6,0,0,No-Show,2015-07-17,2,7,2015-07-17,False
Resort Hotel,1,23,2015,July,29,17,1,2,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,120.6,0,1,Canceled,2015-07-04,3,7,2015-07-17,False
Resort Hotel,0,53,2015,July,29,17,2,3,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,152.0,0,Transient-Party,107.0,0,0,Check-Out,2015-07-22,5,7,2015-07-17,False
Resort Hotel,0,53,2015,July,29,17,2,3,2,1.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,152.0,0,Transient-Party,133.75,1,0,Check-Out,2015-07-22,5,7,2015-07-17,True
Resort Hotel,0,94,2015,July,29,17,2,3,2,0.0,0,Breakfast,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,0,Transient,103.5,0,0,Check-Out,2015-07-22,5,7,2015-07-17,False
Resort Hotel,0,64,2015,July,29,17,2,3,1,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,175.0,0,Transient-Party,84.8,0,1,Check-Out,2015-07-22,5,7,2015-07-17,False
Resort Hotel,0,53,2015,July,29,17,2,3,1,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,152.0,0,Transient-Party,107.0,1,0,Check-Out,2015-07-22,5,7,2015-07-17,False
Resort Hotel,0,53,2015,July,29,17,2,3,2,0.0,0,Breakfast,PRT,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,152.0,0,Transient-Party,107.0,1,0,Check-Out,2015-07-22,5,7,2015-07-17,False
Resort Hotel,0,24,2015,July,29,17,2,3,3,1.0,0,Breakfast,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,0.0,0,Transient,195.0,0,1,Check-Out,2015-07-22,5,7,2015-07-17,True
Resort Hotel,0,24,2015,July,29,17,2,4,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,164.0,0,0,Check-Out,2015-07-23,6,7,2015-07-17,False
Resort Hotel,0,23,2015,July,29,17,2,5,2,2.0,0,Breakfast,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,195.0,0,0,Check-Out,2015-07-24,7,7,2015-07-17,True
Resort Hotel,0,53,2015,July,29,17,2,5,2,0.0,0,Breakfast,IRL,Online TA,Undefined,0,0,0,A,D,1,No Deposit,240.0,0,Transient,125.0,0,2,Check-Out,2015-07-24,7,7,2015-07-17,False
Resort Hotel,1,23,2015,July,29,17,2,5,2,2.0,0,Breakfast,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,0,Transient,195.0,0,0,Canceled,2015-06-24,7,7,2015-07-17,True
Resort Hotel,0,90,2015,July,29,17,2,5,2,0.0,0,Hald Board,PRT,Online TA,Undefined,0,0,0,A,A,1,No Deposit,240.0,0,Transient,132.3,0,3,Check-Out,2015-07-24,7,7,2015-07-17,False
Resort Hotel,0,79,2015,July,29,17,2,5,2,0.0,0,Breakfast,PRT,Online TA,Undefined,0,0,0,E,E,0,No Deposit,240.0,0,Transient,145.0,0,2,Check-Out,2015-07-24,7,7,2015-07-17,False
Resort Hotel,0,43,2015,July,29,17,2,5,2,0.0,0,Breakfast,GBR,Offline TA/TO,Undefined,0,0,0,A,A,0,No Deposit,142.0,0,Transient,92.0,0,0,Check-Out,2015-07-24,7,7,2015-07-17,False
Resort Hotel,0,65,2015,July,29,17,2,6,2,0.0,0,Hald Board,ESP,Online TA,Undefined,0,0,0,A,A,0,No Deposit,240.0,0,Transient,147.0,0,2,Check-Out,2015-07-25,8,7,2015-07-17,False
